Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2001 Group 2 Rev 1 R01_00913.png,1,1436,1436,47.471,255,255,140.368,42.860,42.660,148.553,0.916,0.966,44.102,9,16,147.031,43.000,366180,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00907.png,1,1092,1092,37.461,255,255,129.296,41.178,33.765,31.349,0.821,0.939,45.277,9,36,30.530,35.000,278460,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00250.png,2,1751,875.500,31.151,255,255,109.811,34.534,31.819,27.370,0.895,0.949,36.504,21.500,49,27.532,32.500,223252.500,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00536.png,1,1176,1176,41.090,255,255,130.569,41.106,36.426,45.801,0.867,0.956,44.822,13,45,51.340,37.000,299880,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01628.png,1,529,529,29.291,255,255,84.326,26.065,25.841,97.536,0.935,0.951,27.166,19,8,96.340,26.000,134895,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00522.png,1,629,629,34.018,255,255,92.912,28.912,27.700,33.654,0.916,0.954,30.529,15,35,58.392,28.000,160395,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00244.png,1,575,575,35.061,255,255,88.326,27.738,26.393,110.383,0.926,0.951,28.653,14,7,119.249,26.870,146625,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01172.png,1,955,955,39.775,255,255,113.397,35.665,34.093,178.802,0.933,0.965,36.892,9,15,147.171,34.000,243525,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01614.png,1,616,616,29.787,255,255,90.912,29.001,27.045,179.652,0.937,0.960,30.083,8,21,164.578,27.000,157080,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01600.png,1,1001,1001,40.857,255,255,117.054,36.013,35.390,56.190,0.918,0.960,37.336,19,42,69.624,36.000,255255,255,NaN,NaN
